# T2d · 宽度逐行明细（**每行一条**；与 t2d-extent-mismatches.txt 同格式，便于并排看）
# 列：用例 | 行# | cp 区间 | 真值宽 | 我们宽 | 差 | 桶
# 口径：桶 = 0（逐位等）/ ≤0.34 DIP（= 1 个 ideal unit）/ >0.34 DIP；三桶之和 == 行数（机检）
# 被测 shim 源 sha256（本 harness 直接编入） = 921BA9C65E9FB3BE9E31D402FD98568EE78639063D75BB4E656B20201B30DC2B
# PC 内 shim sha256                         = unknown(FP 里有该文件的行但行内无 sha256)
# hbtextline_shim_stale                     = false   （口径=源 mtime 1789965167 vs PC 产物 mtime 1789976075（basis=auth，与 run-wpfprobe.sh 的 hbt_stale() 同谓词）；**mtime 谓词、非内容比对** ⇒ 同内容重写会假阳（已登记为已知仪器局限；内容比对需要 PC 侧逐文件 sha，当前不可得））
# 仪器 = run.sh 711F39F468F61CC8 / Program.cs 149DD986A642FDFC   pc=56EE75CED8D6AECE   applocal=4/4 一致
# 族 × >0.34 红数 = （无）；各和=0 == 总数 0 : OK
# 隔离矩阵 = OK；逐族 diff = 一位未动（全部族计数与基线逐位相同）
# 合计 1298 行；0=173 ≤0.34=1125 >0.34=0；本清单只列差>0 的行，共 1125 条
A1_lat_words_w20 | 行#0 | cp=[0,2) | 真值宽=18.7833 | 我们宽=18.7840 | 差=0.0007 | 桶=≤0.34 DIP
A1_hard_lf_w40 | 行#3 | cp=[15,18) | 真值宽=19.7267 | 我们宽=19.7280 | 差=0.0013 | 桶=≤0.34 DIP
A1_hard_lf_w40 | 行#4 | cp=[18,23) | 真值宽=27.1633 | 我们宽=27.1680 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_lf_w40 | 行#5 | cp=[23,29) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_lf_w50 | 行#1 | cp=[6,11) | 真值宽=27.1633 | 我们宽=27.1680 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_lf_w50 | 行#2 | cp=[11,16) | 真值宽=43.9333 | 我们宽=43.9360 | 差=0.0027 | 桶=≤0.34 DIP
A1_hard_lf_w50 | 行#3 | cp=[16,23) | 真值宽=41.1633 | 我们宽=41.1680 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_lf_w50 | 行#4 | cp=[23,29) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_lf_w60 | 行#1 | cp=[6,11) | 真值宽=27.1633 | 我们宽=27.1680 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_lf_w60 | 行#2 | cp=[11,18) | 真值宽=53.7733 | 我们宽=53.7760 | 差=0.0027 | 桶=≤0.34 DIP
A1_hard_lf_w60 | 行#3 | cp=[18,23) | 真值宽=27.1633 | 我们宽=27.1680 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_lf_w60 | 行#4 | cp=[23,29) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_lf_w70 | 行#0 | cp=[0,11) | 真值宽=61.0033 | 我们宽=61.0080 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_lf_w70 | 行#1 | cp=[11,18) | 真值宽=53.7733 | 我们宽=53.7760 | 差=0.0027 | 桶=≤0.34 DIP
A1_hard_lf_w70 | 行#2 | cp=[18,23) | 真值宽=27.1633 | 我们宽=27.1680 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_lf_w70 | 行#3 | cp=[23,29) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_lf_w80 | 行#0 | cp=[0,11) | 真值宽=61.0033 | 我们宽=61.0080 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_lf_w80 | 行#1 | cp=[11,18) | 真值宽=53.7733 | 我们宽=53.7760 | 差=0.0027 | 桶=≤0.34 DIP
A1_hard_lf_w80 | 行#2 | cp=[18,23) | 真值宽=27.1633 | 我们宽=27.1680 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_lf_w80 | 行#3 | cp=[23,29) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_lf_w100 | 行#0 | cp=[0,11) | 真值宽=61.0033 | 我们宽=61.0080 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_lf_w100 | 行#1 | cp=[11,23) | 真值宽=85.0967 | 我们宽=85.1040 | 差=0.0073 | 桶=≤0.34 DIP
A1_hard_lf_w100 | 行#2 | cp=[23,29) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_lf_w120 | 行#0 | cp=[0,11) | 真值宽=61.0033 | 我们宽=61.0080 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_lf_w120 | 行#1 | cp=[11,23) | 真值宽=85.0967 | 我们宽=85.1040 | 差=0.0073 | 桶=≤0.34 DIP
A1_hard_lf_w120 | 行#2 | cp=[23,29) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_lf_w150 | 行#0 | cp=[0,11) | 真值宽=61.0033 | 我们宽=61.0080 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_lf_w150 | 行#1 | cp=[11,23) | 真值宽=85.0967 | 我们宽=85.1040 | 差=0.0073 | 桶=≤0.34 DIP
A1_hard_lf_w150 | 行#2 | cp=[23,29) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_lf_w180 | 行#0 | cp=[0,11) | 真值宽=61.0033 | 我们宽=61.0080 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_lf_w180 | 行#1 | cp=[11,23) | 真值宽=85.0967 | 我们宽=85.1040 | 差=0.0073 | 桶=≤0.34 DIP
A1_hard_lf_w180 | 行#2 | cp=[23,29) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_lf_w200 | 行#0 | cp=[0,11) | 真值宽=61.0033 | 我们宽=61.0080 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_lf_w200 | 行#1 | cp=[11,23) | 真值宽=85.0967 | 我们宽=85.1040 | 差=0.0073 | 桶=≤0.34 DIP
A1_hard_lf_w200 | 行#2 | cp=[23,29) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_lf_w240 | 行#0 | cp=[0,11) | 真值宽=61.0033 | 我们宽=61.0080 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_lf_w240 | 行#1 | cp=[11,23) | 真值宽=85.0967 | 我们宽=85.1040 | 差=0.0073 | 桶=≤0.34 DIP
A1_hard_lf_w240 | 行#2 | cp=[23,29) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_lf_w280 | 行#0 | cp=[0,11) | 真值宽=61.0033 | 我们宽=61.0080 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_lf_w280 | 行#1 | cp=[11,23) | 真值宽=85.0967 | 我们宽=85.1040 | 差=0.0073 | 桶=≤0.34 DIP
A1_hard_lf_w280 | 行#2 | cp=[23,29) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_lf_w320 | 行#0 | cp=[0,11) | 真值宽=61.0033 | 我们宽=61.0080 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_lf_w320 | 行#1 | cp=[11,23) | 真值宽=85.0967 | 我们宽=85.1040 | 差=0.0073 | 桶=≤0.34 DIP
A1_hard_lf_w320 | 行#2 | cp=[23,29) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_lf_w400 | 行#0 | cp=[0,11) | 真值宽=61.0033 | 我们宽=61.0080 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_lf_w400 | 行#1 | cp=[11,23) | 真值宽=85.0967 | 我们宽=85.1040 | 差=0.0073 | 桶=≤0.34 DIP
A1_hard_lf_w400 | 行#2 | cp=[23,29) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_lf_w480 | 行#0 | cp=[0,11) | 真值宽=61.0033 | 我们宽=61.0080 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_lf_w480 | 行#1 | cp=[11,23) | 真值宽=85.0967 | 我们宽=85.1040 | 差=0.0073 | 桶=≤0.34 DIP
A1_hard_lf_w480 | 行#2 | cp=[23,29) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_lf_w560 | 行#0 | cp=[0,11) | 真值宽=61.0033 | 我们宽=61.0080 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_lf_w560 | 行#1 | cp=[11,23) | 真值宽=85.0967 | 我们宽=85.1040 | 差=0.0073 | 桶=≤0.34 DIP
A1_hard_lf_w560 | 行#2 | cp=[23,29) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_lf_w700 | 行#0 | cp=[0,11) | 真值宽=61.0033 | 我们宽=61.0080 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_lf_w700 | 行#1 | cp=[11,23) | 真值宽=85.0967 | 我们宽=85.1040 | 差=0.0073 | 桶=≤0.34 DIP
A1_hard_lf_w700 | 行#2 | cp=[23,29) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_lf_w900 | 行#0 | cp=[0,11) | 真值宽=61.0033 | 我们宽=61.0080 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_lf_w900 | 行#1 | cp=[11,23) | 真值宽=85.0967 | 我们宽=85.1040 | 差=0.0073 | 桶=≤0.34 DIP
A1_hard_lf_w900 | 行#2 | cp=[23,29) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_lf_winf | 行#0 | cp=[0,11) | 真值宽=61.0033 | 我们宽=61.0080 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_lf_winf | 行#1 | cp=[11,23) | 真值宽=85.0967 | 我们宽=85.1040 | 差=0.0073 | 桶=≤0.34 DIP
A1_hard_lf_winf | 行#2 | cp=[23,29) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_crlf_w20 | 行#2 | cp=[6,9) | 真值宽=18.1400 | 我们宽=18.1440 | 差=0.0040 | 桶=≤0.34 DIP
A1_hard_crlf_w20 | 行#3 | cp=[9,12) | 真值宽=9.0233 | 我们宽=9.0240 | 差=0.0007 | 桶=≤0.34 DIP
A1_hard_crlf_w20 | 行#4 | cp=[12,14) | 真值宽=16.6867 | 我们宽=16.6880 | 差=0.0013 | 桶=≤0.34 DIP
A1_hard_crlf_w20 | 行#6 | cp=[16,19) | 真值宽=19.7267 | 我们宽=19.7280 | 差=0.0013 | 桶=≤0.34 DIP
A1_hard_crlf_w20 | 行#7 | cp=[19,22) | 真值宽=18.1400 | 我们宽=18.1440 | 差=0.0040 | 桶=≤0.34 DIP
A1_hard_crlf_w20 | 行#8 | cp=[22,25) | 真值宽=9.0233 | 我们宽=9.0240 | 差=0.0007 | 桶=≤0.34 DIP
A1_hard_crlf_w20 | 行#9 | cp=[25,28) | 真值宽=19.7900 | 我们宽=19.7920 | 差=0.0020 | 桶=≤0.34 DIP
A1_hard_crlf_w20 | 行#10 | cp=[28,31) | 真值宽=16.1267 | 我们宽=16.1280 | 差=0.0013 | 桶=≤0.34 DIP
A1_hard_crlf_w30 | 行#1 | cp=[6,12) | 真值宽=27.1633 | 我们宽=27.1680 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_crlf_w30 | 行#2 | cp=[12,15) | 真值宽=24.3667 | 我们宽=24.3680 | 差=0.0013 | 桶=≤0.34 DIP
A1_hard_crlf_w30 | 行#3 | cp=[15,19) | 真值宽=29.4067 | 我们宽=29.4080 | 差=0.0013 | 桶=≤0.34 DIP
A1_hard_crlf_w30 | 行#4 | cp=[19,25) | 真值宽=27.1633 | 我们宽=27.1680 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_crlf_w30 | 行#5 | cp=[25,29) | 真值宽=26.0767 | 我们宽=26.4000 | 差=0.3233 | 桶=≤0.34 DIP
A1_hard_crlf_w40 | 行#1 | cp=[6,12) | 真值宽=27.1633 | 我们宽=27.1680 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_crlf_w40 | 行#2 | cp=[12,16) | 真值宽=34.0467 | 我们宽=34.0480 | 差=0.0013 | 桶=≤0.34 DIP
A1_hard_crlf_w40 | 行#3 | cp=[16,19) | 真值宽=19.7267 | 我们宽=19.7280 | 差=0.0013 | 桶=≤0.34 DIP
A1_hard_crlf_w40 | 行#4 | cp=[19,25) | 真值宽=27.1633 | 我们宽=27.1680 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_crlf_w40 | 行#5 | cp=[25,31) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_crlf_w50 | 行#1 | cp=[6,12) | 真值宽=27.1633 | 我们宽=27.1680 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_crlf_w50 | 行#2 | cp=[12,17) | 真值宽=43.9333 | 我们宽=43.9360 | 差=0.0027 | 桶=≤0.34 DIP
A1_hard_crlf_w50 | 行#3 | cp=[17,25) | 真值宽=41.1633 | 我们宽=41.1680 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_crlf_w50 | 行#4 | cp=[25,31) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_crlf_w60 | 行#1 | cp=[6,12) | 真值宽=27.1633 | 我们宽=27.1680 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_crlf_w60 | 行#2 | cp=[12,19) | 真值宽=53.7733 | 我们宽=53.7760 | 差=0.0027 | 桶=≤0.34 DIP
A1_hard_crlf_w60 | 行#3 | cp=[19,25) | 真值宽=27.1633 | 我们宽=27.1680 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_crlf_w60 | 行#4 | cp=[25,31) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_crlf_w70 | 行#0 | cp=[0,12) | 真值宽=61.0033 | 我们宽=61.0080 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_crlf_w70 | 行#1 | cp=[12,19) | 真值宽=53.7733 | 我们宽=53.7760 | 差=0.0027 | 桶=≤0.34 DIP
A1_hard_crlf_w70 | 行#2 | cp=[19,25) | 真值宽=27.1633 | 我们宽=27.1680 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_crlf_w70 | 行#3 | cp=[25,31) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_crlf_w80 | 行#0 | cp=[0,12) | 真值宽=61.0033 | 我们宽=61.0080 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_crlf_w80 | 行#1 | cp=[12,19) | 真值宽=53.7733 | 我们宽=53.7760 | 差=0.0027 | 桶=≤0.34 DIP
A1_hard_crlf_w80 | 行#2 | cp=[19,25) | 真值宽=27.1633 | 我们宽=27.1680 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_crlf_w80 | 行#3 | cp=[25,31) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_crlf_w100 | 行#0 | cp=[0,12) | 真值宽=61.0033 | 我们宽=61.0080 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_crlf_w100 | 行#1 | cp=[12,25) | 真值宽=85.0967 | 我们宽=85.1040 | 差=0.0073 | 桶=≤0.34 DIP
A1_hard_crlf_w100 | 行#2 | cp=[25,31) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_crlf_w120 | 行#0 | cp=[0,12) | 真值宽=61.0033 | 我们宽=61.0080 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_crlf_w120 | 行#1 | cp=[12,25) | 真值宽=85.0967 | 我们宽=85.1040 | 差=0.0073 | 桶=≤0.34 DIP
A1_hard_crlf_w120 | 行#2 | cp=[25,31) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_crlf_w150 | 行#0 | cp=[0,12) | 真值宽=61.0033 | 我们宽=61.0080 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_crlf_w150 | 行#1 | cp=[12,25) | 真值宽=85.0967 | 我们宽=85.1040 | 差=0.0073 | 桶=≤0.34 DIP
A1_hard_crlf_w150 | 行#2 | cp=[25,31) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_crlf_w180 | 行#0 | cp=[0,12) | 真值宽=61.0033 | 我们宽=61.0080 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_crlf_w180 | 行#1 | cp=[12,25) | 真值宽=85.0967 | 我们宽=85.1040 | 差=0.0073 | 桶=≤0.34 DIP
A1_hard_crlf_w180 | 行#2 | cp=[25,31) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_crlf_w200 | 行#0 | cp=[0,12) | 真值宽=61.0033 | 我们宽=61.0080 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_crlf_w200 | 行#1 | cp=[12,25) | 真值宽=85.0967 | 我们宽=85.1040 | 差=0.0073 | 桶=≤0.34 DIP
A1_hard_crlf_w200 | 行#2 | cp=[25,31) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_crlf_w240 | 行#0 | cp=[0,12) | 真值宽=61.0033 | 我们宽=61.0080 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_crlf_w240 | 行#1 | cp=[12,25) | 真值宽=85.0967 | 我们宽=85.1040 | 差=0.0073 | 桶=≤0.34 DIP
A1_hard_crlf_w240 | 行#2 | cp=[25,31) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_crlf_w280 | 行#0 | cp=[0,12) | 真值宽=61.0033 | 我们宽=61.0080 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_crlf_w280 | 行#1 | cp=[12,25) | 真值宽=85.0967 | 我们宽=85.1040 | 差=0.0073 | 桶=≤0.34 DIP
A1_hard_crlf_w280 | 行#2 | cp=[25,31) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_crlf_w320 | 行#0 | cp=[0,12) | 真值宽=61.0033 | 我们宽=61.0080 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_crlf_w320 | 行#1 | cp=[12,25) | 真值宽=85.0967 | 我们宽=85.1040 | 差=0.0073 | 桶=≤0.34 DIP
A1_hard_crlf_w320 | 行#2 | cp=[25,31) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_crlf_w400 | 行#0 | cp=[0,12) | 真值宽=61.0033 | 我们宽=61.0080 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_crlf_w400 | 行#1 | cp=[12,25) | 真值宽=85.0967 | 我们宽=85.1040 | 差=0.0073 | 桶=≤0.34 DIP
A1_hard_crlf_w400 | 行#2 | cp=[25,31) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_crlf_w480 | 行#0 | cp=[0,12) | 真值宽=61.0033 | 我们宽=61.0080 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_crlf_w480 | 行#1 | cp=[12,25) | 真值宽=85.0967 | 我们宽=85.1040 | 差=0.0073 | 桶=≤0.34 DIP
A1_hard_crlf_w480 | 行#2 | cp=[25,31) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_crlf_w560 | 行#0 | cp=[0,12) | 真值宽=61.0033 | 我们宽=61.0080 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_crlf_w560 | 行#1 | cp=[12,25) | 真值宽=85.0967 | 我们宽=85.1040 | 差=0.0073 | 桶=≤0.34 DIP
A1_hard_crlf_w560 | 行#2 | cp=[25,31) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_crlf_w700 | 行#0 | cp=[0,12) | 真值宽=61.0033 | 我们宽=61.0080 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_crlf_w700 | 行#1 | cp=[12,25) | 真值宽=85.0967 | 我们宽=85.1040 | 差=0.0073 | 桶=≤0.34 DIP
A1_hard_crlf_w700 | 行#2 | cp=[25,31) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_crlf_w900 | 行#0 | cp=[0,12) | 真值宽=61.0033 | 我们宽=61.0080 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_crlf_w900 | 行#1 | cp=[12,25) | 真值宽=85.0967 | 我们宽=85.1040 | 差=0.0073 | 桶=≤0.34 DIP
A1_hard_crlf_w900 | 行#2 | cp=[25,31) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_crlf_winf | 行#0 | cp=[0,12) | 真值宽=61.0033 | 我们宽=61.0080 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_crlf_winf | 行#1 | cp=[12,25) | 真值宽=85.0967 | 我们宽=85.1040 | 差=0.0073 | 桶=≤0.34 DIP
A1_hard_crlf_winf | 行#2 | cp=[25,31) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_ls_w20 | 行#2 | cp=[6,9) | 真值宽=18.1400 | 我们宽=18.1440 | 差=0.0040 | 桶=≤0.34 DIP
A1_hard_ls_w20 | 行#3 | cp=[9,11) | 真值宽=9.0233 | 我们宽=9.0240 | 差=0.0007 | 桶=≤0.34 DIP
A1_hard_ls_w20 | 行#4 | cp=[11,13) | 真值宽=16.6867 | 我们宽=16.6880 | 差=0.0013 | 桶=≤0.34 DIP
A1_hard_ls_w20 | 行#6 | cp=[15,18) | 真值宽=19.7267 | 我们宽=19.7280 | 差=0.0013 | 桶=≤0.34 DIP
A1_hard_ls_w20 | 行#7 | cp=[18,21) | 真值宽=18.1400 | 我们宽=18.1440 | 差=0.0040 | 桶=≤0.34 DIP
A1_hard_ls_w20 | 行#8 | cp=[21,23) | 真值宽=9.0233 | 我们宽=9.0240 | 差=0.0007 | 桶=≤0.34 DIP
A1_hard_ls_w20 | 行#9 | cp=[23,26) | 真值宽=19.7900 | 我们宽=19.7920 | 差=0.0020 | 桶=≤0.34 DIP
A1_hard_ls_w20 | 行#10 | cp=[26,29) | 真值宽=16.1267 | 我们宽=16.1280 | 差=0.0013 | 桶=≤0.34 DIP
A1_hard_ls_w30 | 行#1 | cp=[6,11) | 真值宽=27.1633 | 我们宽=27.1680 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_ls_w30 | 行#2 | cp=[11,14) | 真值宽=24.3667 | 我们宽=24.3680 | 差=0.0013 | 桶=≤0.34 DIP
A1_hard_ls_w30 | 行#3 | cp=[14,18) | 真值宽=29.4067 | 我们宽=29.4080 | 差=0.0013 | 桶=≤0.34 DIP
A1_hard_ls_w30 | 行#4 | cp=[18,23) | 真值宽=27.1633 | 我们宽=27.1680 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_ls_w30 | 行#5 | cp=[23,27) | 真值宽=26.0767 | 我们宽=26.4000 | 差=0.3233 | 桶=≤0.34 DIP
A1_hard_ls_w40 | 行#1 | cp=[6,11) | 真值宽=27.1633 | 我们宽=27.1680 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_ls_w40 | 行#2 | cp=[11,15) | 真值宽=34.0467 | 我们宽=34.0480 | 差=0.0013 | 桶=≤0.34 DIP
A1_hard_ls_w40 | 行#3 | cp=[15,18) | 真值宽=19.7267 | 我们宽=19.7280 | 差=0.0013 | 桶=≤0.34 DIP
A1_hard_ls_w40 | 行#4 | cp=[18,23) | 真值宽=27.1633 | 我们宽=27.1680 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_ls_w40 | 行#5 | cp=[23,29) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_ls_w50 | 行#1 | cp=[6,11) | 真值宽=27.1633 | 我们宽=27.1680 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_ls_w50 | 行#2 | cp=[11,16) | 真值宽=43.9333 | 我们宽=43.9360 | 差=0.0027 | 桶=≤0.34 DIP
A1_hard_ls_w50 | 行#3 | cp=[16,23) | 真值宽=41.1633 | 我们宽=41.1680 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_ls_w50 | 行#4 | cp=[23,29) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_ls_w60 | 行#1 | cp=[6,11) | 真值宽=27.1633 | 我们宽=27.1680 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_ls_w60 | 行#2 | cp=[11,18) | 真值宽=53.7733 | 我们宽=53.7760 | 差=0.0027 | 桶=≤0.34 DIP
A1_hard_ls_w60 | 行#3 | cp=[18,23) | 真值宽=27.1633 | 我们宽=27.1680 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_ls_w60 | 行#4 | cp=[23,29) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_ls_w70 | 行#0 | cp=[0,11) | 真值宽=61.0033 | 我们宽=61.0080 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_ls_w70 | 行#1 | cp=[11,18) | 真值宽=53.7733 | 我们宽=53.7760 | 差=0.0027 | 桶=≤0.34 DIP
A1_hard_ls_w70 | 行#2 | cp=[18,23) | 真值宽=27.1633 | 我们宽=27.1680 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_ls_w70 | 行#3 | cp=[23,29) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_ls_w80 | 行#0 | cp=[0,11) | 真值宽=61.0033 | 我们宽=61.0080 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_ls_w80 | 行#1 | cp=[11,18) | 真值宽=53.7733 | 我们宽=53.7760 | 差=0.0027 | 桶=≤0.34 DIP
A1_hard_ls_w80 | 行#2 | cp=[18,23) | 真值宽=27.1633 | 我们宽=27.1680 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_ls_w80 | 行#3 | cp=[23,29) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_ls_w100 | 行#0 | cp=[0,11) | 真值宽=61.0033 | 我们宽=61.0080 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_ls_w100 | 行#1 | cp=[11,23) | 真值宽=85.0967 | 我们宽=85.1040 | 差=0.0073 | 桶=≤0.34 DIP
A1_hard_ls_w100 | 行#2 | cp=[23,29) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_ls_w120 | 行#0 | cp=[0,11) | 真值宽=61.0033 | 我们宽=61.0080 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_ls_w120 | 行#1 | cp=[11,23) | 真值宽=85.0967 | 我们宽=85.1040 | 差=0.0073 | 桶=≤0.34 DIP
